Human.associated.gene.name	Associated.Gene.Name
AC090094.1	Asph
SNAI3	Snai3
FANCA	Fanca
CD34	Cd34
KDM1A	Kdm1a
THUMPD3	Thumpd3
HRASLS	Hrasls
ABTB1	Abtb1
GLCE	Glce
KIF14	Kif14
PARVB	Parvb
ADAM32	Adam32
ANGPTL8	Angptl8
TOM1	Tom1
GINS1	Gins1
UBE2I	Ube2i
OR2Y1	Olfr1392
SENP5	Senp5
TBCE	Tbce
NMNAT2	Nmnat2
SERPINB9	Serpinb9e
MEGF8	Megf8
C2orf78	Gm5591
PRKCD	Prkcd
CES2	Ces2c
GBP2	Gbp2
MRPL30	Mrpl30
RP11-111H13.1	Mrpl30
RP11-38C17.1	Mrpl30
LRFN5	Lrfn5
HNRNPK	Hnrnpk
NCBP2	Ncbp2
CD46	Cd46
FUT7	Fut7
PML	Pml
NANP	Nanp
RPL13	Rpl13
IPO7	Ipo7
OR2V1	Olfr56
OR2V2	Olfr56
NINL	Ninl
KIAA1468	2310035C23Rik
SMIM23	Smim23
HMGXB4	Hmgxb4
DHX33	Dhx33
RPS17	Rps17
BDH2	Bdh2
SERPINB9	Serpinb9f
PLB1	Plb1
PSME2	Psme2b
KLHDC4	Klhdc4
FBXO11	Fbxo11
APOBEC1	Apobec1
TREH	Treh
TAS2R3	Tas2r137
OR5M1	Olfr1022
OR5M10	Olfr1022
C1orf216	5730409E04Rik
TAS2R4	Tas2r108
GIMAP8	Gimap8
ALDOB	Aldob
OR5M1	Olfr1023
OR5M10	Olfr1023
TTC23L	Ttc23l
ZNF143	Zfp143
CTNNB1	Ctnnb1
MDH1	Mdh1
SERPINB9	Gm11397
BIRC6	Birc6
PSMB2	Psmb2
BGLAP	Bglap2
MVD	Mvd
OR2Y1	Olfr10
SEL1L	Sel1l
BGLAP	Bglap
TRIM60	Trim60
OR2Y1	Olfr1391
TAF5L	Taf5l
KIRREL	Kirrel
LBX2	Lbx2
APELA	Apela
RHEB	Rheb
CCKAR	Cckar
WDPCP	Wdpcp
AKR1E2	Akr1e1
SPIN2A	Gm20831
SPIN2B	Gm20831
PDLIM3	Pdlim3
MTBP	Mtbp
HFM1	Hfm1
LYG2	Lyg2
SPIN2A	Gm20772
SPIN2B	Gm20772
OR5M11	Olfr1028
KHDRBS2	Khdrbs2
TMEM164	Tmem164
BRWD1	Brwd1
CRISPLD2	Crispld2
UPRT	Uprt
USP17L3	Usp17la
USP17L17	Usp17la
USP17L19	Usp17la
USP17L25	Usp17la
USP17L30	Usp17la
USP17L28	Usp17la
USP17L12	Usp17la
USP17L29	Usp17la
USP17L8	Usp17la
USP17L27	Usp17la
USP17L20	Usp17la
USP17L2	Usp17la
USP17L22	Usp17la
USP17L21	Usp17la
USP17L13	Usp17la
USP17L15	Usp17la
USP17L18	Usp17la
USP17L26	Usp17la
USP17L23	Usp17la
USP17L10	Usp17la
USP17L5	Usp17la
USP17L4	Usp17la
USP17L24	Usp17la
USP17L11	Usp17la
VSIG10L	Vsig10l
MCEE	Mcee
PHF23	Phf23
GPR35	Gpr35
CDC40	Cdc40
SEC14L4	Sec14l4
MRPL53	Mrpl53
LYG1	Lyg1
OR2Y1	Olfr1390
ANKLE2	Ankle2
CD28	Cd28
RAD54L2	Rad54l2
OR52N2	Olfr666
ETFB	Etfb
CCDC142	Gm42688
CXorf21	5430427O19Rik
CCDC142	Ccdc142
GDF3	Gdf3
GPR82	Gpr82
ADCY9	Adcy9
GIMAP7	Gimap9
CASK	Cask
BEND6	Bend6
APEH	Apeh
NAT9	Nat9
NSFL1C	Nsfl1c
SEC24D	Sec24d
TMEM246	Tmem246
LGR6	Lgr6
PHF24	Phf24
ETFB	Gm45233
UPP1	Upp1
PGRMC1	Pgrmc1
TCF25	Tcf25
ALDH3A2	Aldh3a2
PRPF31	Prpf31
EIF4A1	Eif4a1
SELENOV	Selenov
TLR1	Tlr1
ZCCHC7	Zcchc7
EMP2	Emp2
WEE1	Wee1
TFDP2	Tfdp2
EXOSC9	Exosc9
ZNF780B	Zfp626
ZNF780A	Zfp626
OR2Y1	Olfr1389
BRD2	Brd2
PABPC4	Pabpc4
NAGLU	Naglu
UPF2	Upf2
ZFP42	Zfp42
TMEM104	Tmem104
RMND1	Rmnd1
METTL14	Mettl14
PARVG	Parvg
SNX7	Snx7
ULK4	Ulk4
PMF1	Pmf1
HDDC2	Hddc2
AMELX	Amelx
AMELY	Amelx
RB1CC1	Rb1cc1
VGLL1	Vgll1
FKBP1A	Fkbp1a
FKBP1C	Fkbp1a
MRPL13	Mrpl13
TMEM43	Tmem43
RP11-152F13.10	Cpeb1
AKR1C3	Akr1cl
AKR1C1	Akr1cl
AKR1C4	Akr1cl
AKR1C2	Akr1cl
OR52N2	Olfr667
ZDHHC15	Zdhhc15
CES2	Ces2e
OR52N2	Olfr668
WHRN	Whrn
NCKAP1	Nckap1
TRAIP	Traip
OR2Y1	Olfr1388
GPR27	Gpr27
EFCAB2	Efcab2
OR2Y1	Olfr1387
STK36	Stk36
TSPOAP1	Bzrap1
LIMK2	Limk2
MAP2K7	Map2k7
OR2Y1	Olfr1386
OR52N5	Olfr669
LINC01207	BC030870
RP11-166N6.3	Clrn1
ADAM19	Adam19
CCNA2	Ccna2
ETFDH	Etfdh
SDCBP2	Sdcbp2
NASP	Nasp
SLC25A44	Slc25a44
KLHL41	Klhl41
TMEM212	Tmem212
PYGM	Pygm
PKIA	Pkia
OR52E6	Olfr671
OR52E8	Olfr671
CA9	Car9
ARHGAP6	Arhgap6
CHRNA1	Chrna1
NCAPD3	Ncapd3
PRSS37	Prss37
CCDC110	Ccdc110
RELT	Relt
DDI1	Ddi1
FRAS1	Fras1
CES2	Ces2f
SNPH	Snph
PDGFD	Pdgfd
C4orf46	4930579G24Rik
LIPJ	Lipo1
PIF1	Pif1
OR2Y1	Olfr1385
CNFN	Cnfn
CD44	Cd44
OR2Y1	Olfr1384
OR2Y1	Olfr1383
KIF26B	Kif26b
AP5Z1	Ap5z1
TRPA1	Trpa1
NRF1	Nrf1
PKD2L1	Pkd2l1
NTF3	Ntf3
RENBP	Renbp
TARBP2	Tarbp2
EIF3K	Eif3k
SMYD5	Smyd5
HSD3B1	Hsd3b6
HSD3B2	Hsd3b6
SIKE1	Sike1
SPESP1	Spesp1
ONECUT1	Onecut1
XRCC6	Xrcc6
OR2Y1	Olfr1382
ATG4D	Atg4d
VAV1	Vav1
KCNA5	Kcna5
KCNA1	Kcna1
C9orf152	D630039A03Rik
RRP1B	Rrp1b
KIAA1644	1810041L15Rik
GPR34	Gpr34
LAMC2	Lamc2
OR52E6	Olfr675
OR52E8	Olfr675
STKLD1	Stkld1
KRI1	Kri1
KLHDC9	Klhdc9
CTD-3105H18.18	2610044O15Rik8
CTD-2006C1.10	2610044O15Rik8
ZNF625-ZNF20	2610044O15Rik8
CTD-3105H18.14	2610044O15Rik8
PAX4	Pax4
KYAT3	Kyat3
APRT	Aprt
RAD21L1	Rad21l
ABCC2	Abcc2
HCCS	Hccs
CEACAM1	Ceacam1
CEACAM8	Ceacam1
CEACAM7	Ceacam1
CEACAM5	Ceacam1
AC011513.3	Ceacam1
CEACAM6	Ceacam1
APBA2	Apba2
NCS1	Ncs1
PFDN2	Pfdn2
SMOX	Smox
OR2Y1	Olfr1381
PTPRN	Ptprn
ZNF780B	Zfp607a
ZNF780A	Zfp607a
C4orf47	1700029J07Rik
NAPSA	Napsa
SLC9B2	Slc9b2
FAM126B	Fam126b
ANKRD11	Ankrd11
DRC3	Lrrc48
DYDC1	Dydc1
ARFGEF1	Arfgef1
PRPF39	Prpf39
ICAM2	Icam2
KLRB1	Klrb1f
DIO3	Dio3
PAPLN	Papln
DESI1	Desi1
LIPF	Lipf
OR2Y1	Olfr1380
C4orf51	1700011L22Rik
WASF1	Wasf1
CD5L	Cd5l
CHN1	Chn1
CDT1	Cdt1
CADM4	Cadm4
PHOX2B	Phox2b
PHACTR4	Phactr4
TMEM74B	Tmem74b
ZNF281	Zfp281
RNASEH2B	Rnaseh2b
DLL3	Dll3
HLA-DOB	H2-Ob
DUSP10	Dusp10
RDH16	Rdh16
COQ10B	Coq10b
RAPGEFL1	Rapgefl1
PROK2	Prok2
PSMF1	Psmf1
OLFML2A	Olfml2a
CES2	Ces2g
STOML1	Stoml1
FGF18	Fgf18
DEF8	Def8
ESD	Esd
TXNDC9	Txndc9
DPPA3	Dppa3
SERPINB9	Serpinb9g
SIGLEC15	Siglec15
CDK2AP1	Cdk2ap1
GIMAP1-GIMAP5	Gimap5
GIMAP5	Gimap5
NUP188	Nup188
SCD	Scd4
FAM199X	Fam199x
LIPN	Lipn
IDH1	Idh1
CD40LG	Cd40lg
RPS6KA1	Rps6ka1
HSD17B1	Hsd17b1
GIMAP1	Gimap1
NTM	Ntm
AQP12A	Aqp12
AQP12B	Aqp12
WDR93	Wdr93
ATP6V1B1	Atp6v1b1
GIMAP7	Gimap7
OR14J1	Olfr125
MGMT	Mgmt
OR9A4	Olfr460
FLT4	Flt4
ACOX2	Acox2
MIS12	Mis12
ZIK1	Zik1
FAM117A	Fam117a
GIMAP6	Gimap6
SIDT2	Sidt2
RSPO4	Rspo4
RDH16	Rdh19
RGL2	Rgl2
MTCH1	Mtch1
MYO1G	Myo1g
GIMAP4	Gimap4
TRMT10C	Trmt10c
PROSER2	Proser2
DERL2	Derl2
RDH16	BC089597
PIAS1	Pias1
TGFBR3L	Tgfbr3l
ANGPT4	Angpt4
RRS1	Rrs1
RUNDC3B	Rundc3b
ENOX2	Enox2
MUM1L1	Mum1l1
COX7C	Cox7c
AKR1A1	Akr1a1
RASAL2	Rasal2
MMAA	Mmaa
C9orf85	1110059E24Rik
VEPH1	Veph1
MARCH1	March1
FAM110A	Fam110a
SFTPA2	Sftpa1
SFTPA1	Sftpa1
MMP3	Mmp3
LPCAT4	Lpcat4
PHF12	Phf12
CNTRL	Cntrl
ARHGEF10L	Arhgef10l
ZC3HAV1L	Zc3hav1l
KRT28	Krt28
MAGEA10	3830417A13Rik
FAM189A1	Fam189a1
ROPN1	Ropn1
ROPN1B	Ropn1
ZC2HC1A	Zc2hc1a
NR0B1	Nr0b1
GPR6	Gpr6
TBR1	Tbr1
EDA2R	Eda2r
UNC5CL	Unc5cl
PTX3	Ptx3
ATAD5	Atad5
SLC52A3	Slc52a3
TXN	Txn1
ERLIN2	Erlin2
SLC14A1	Slc14a1
TCP1	Tcp1
SCUBE1	Scube1
ATG5	Atg5
AL022067.1	Atg5
CDKN2D	Cdkn2d
RDH16	Rdh7
KCMF1	Kcmf1
TEDDM1	Teddm1b
RNF20	Rnf20
LRRC8A	Gm28035
PRR5	Prr5
DOLK	Dolk
ZFX	Zfy2
ZFY	Zfy2
GLUL	Glul
RP11-101E3.5	Gm28038
LRRC8A	Lrrc8a
CEACAM3	Ceacam13
CEACAM4	Ceacam13
SDR9C7	Sdr9c7
SGTB	Sgtb
CUL4A	Cul4a
SMC2	Smc2
TFAP2E	Tfap2e
JPH3	Jph3
DHRS13	Dhrs13
ANKRD53	Ankrd53
PHYHD1	Phyhd1
HADHA	Hadha
KCNA6	Kcna6
ANXA3	Anxa3
SCRT2	Scrt2
AOC1	Aoc1
NUTM1	Nutm1
SRSF11	Srsf11
SETD5	Setd5
CXCL17	Cxcl17
MAGEB2	Mageb4
MAGEB4	Mageb4
MAGEB1	Mageb4
CLVS1	Clvs1
CSNK1A1	Csnk1a1
CSNK1A1L	Csnk1a1
SRXN1	Srxn1
TEDDM1	Teddm1a
KLHL22	Klhl22
COASY	Coasy
LIPE	Lipe
MESP1	Mesp1
CDH15	Cdh15
TCF15	Tcf15
OR52E4	Olfr677
SRL	Srl
HERC2	Herc2
NANOG	Nanog
NANOGP8	Nanog
MMP1	Mmp1a
SCGB3A1	Scgb3a1
KRT10	Krt10
TMEM33	Tmem33
GRIN2C	Grin2c
GFRA1	Gfra1
KIAA0513	6430548M08Rik
CSNK2A3	Csnk2a1
CSNK2A1	Csnk2a1
GAREM2	Garem2
DYNLT1	Dynlt1c
MRPS9	Mrps9
LOXL1	Loxl1
SMAD1	Smad1
ZC3HAV1	Zc3hav1
ACAT2	Acat3
PSMA6	Psma6
C2orf78	Gm5114
UBXN2A	Ubxn2a
PCDH12	Pcdh12
EBF3	Ebf3
DYNC1H1	Dync1h1
WDR38	Wdr38
PRDM1	Prdm1
AR	Ar
PDIA4	Pdia4
MRPL18	Mrpl18
NRIP1	Nrip1
DEFB1	Defb1
TNFSF12-TNFSF13	Tnfsfm13
SHISA6	Shisa6
TBC1D19	Tbc1d19
CEACAM1	Ceacam2
CEACAM8	Ceacam2
CEACAM7	Ceacam2
CEACAM5	Ceacam2
AC011513.3	Ceacam2
CEACAM6	Ceacam2
SLITRK4	Slitrk4
RPL35	Rpl35
TEX261	Tex261
AC007040.11	Tex261
ABCB1	Abcb1a
ANAPC5	Anapc5
MRPS30	Mrps30
MIS18BP1	Mis18bp1
LEMD1	Lemd1
PRSS12	Prss12
ARID4A	Arid4a
C1QTNF3	C1qtnf3
C1QTNF3-AMACR	C1qtnf3
ARPC5L	Arpc5l
FREM2	Frem2
TBC1D20	Tbc1d20
NMUR2	Nmur2
GLIS2	Glis2
LENG1	Leng1
STXBP5	Stxbp5
COL19A1	Col19a1
CTAG1B	Ctag2
CTAG1A	Ctag2
CTAG2	Ctag2
TMC4	Tmc4
PAM16	Pam16
SCLT1	Sclt1
NR5A2	Nr5a2
AC133919.1	Gas8
GAS8	Gas8
TNFSF13	Tnfsf13
TEKT5	Tekt5
PEG10	Peg10
GOLGB1	Golgb1
FLOT1	Flot1
ATP13A5	Atp13a5
TNFSF12	Tnfsf12
PXMP2	Pxmp2
ASF1B	Asf1b
RBCK1	Rbck1
SPIRE2	Spire2
DCPS	Dcps
CAMK2B	Camk2b
PGAM5	Pgam5
FOXN2	Foxn2
CNOT3	Cnot3
C11orf95	2700081O15Rik
ST3GAL4	St3gal4
TMPRSS11F	Tmprss11f
LAMC1	Lamc1
PRIM2	Prim2
HDX	Hdx
ABCA2	Abca2
IGFL4	Igfl3
NPFF	Npff
TIMM50	Timm50
CEACAM3	Ceacam12
CEACAM4	Ceacam12
PHF14	Phf14
GSE1	Gse1
RP11-793H13.10	Atf7
ATF7	Atf7
TMPRSS11B	Tmprss11b
XPC	Xpc
SLC35B1	Slc35b1
NXF1	Nxf1
HLA-DMA	H2-DMa
ANKRD22	Ankrd22
STXBP5L	Stxbp5l
NCDN	Ncdn
HSPE1	Hspe1
ETHE1	Ethe1
LRFN2	Lrfn2
HSD3B1	Hsd3b1
HSD3B2	Hsd3b1
FASTKD1	Fastkd1
CNOT1	Cnot1
TADA1	Tada1
ZNF575	Zfp575
SLC9B1	Slc9b1
HSPD1	Hspd1
CNTN3	Cntn3
SENP7	Senp7
CES2	Ces2h
BCAT1	Bcat1
PRKACG	Prkaca
KCNB2	Kcnb2
KCNC3	Kcnc3
POGK	Pogk
DNMBP	Dnmbp
AMMECR1	Ammecr1
PFKP	Pfkp
AP1M2	Ap1m2
TRIB3	Trib3
ADGRV1	Adgrv1
CLEC5A	Clec5a
IGLC1	Iglc4
IGLL1	Iglc4
IGLC2	Iglc4
IGLC3	Iglc4
IGLL5	Iglc4
IGLC7	Iglc4
GTF2B	Gtf2b
HAO2	Hao2
FMNL3	Fmnl3
TRMT2B	Trmt2b
LETM1	Letm1
FGD2	Fgd2
NRSN2	Nrsn2
GOT2	Got2
ANP32A	Anp32a
ANP32D	Anp32a
IGLC1	Iglc2
IGLL1	Iglc2
IGLC2	Iglc2
IGLC3	Iglc2
IGLL5	Iglc2
IGLC7	Iglc2
MMP10	Mmp10
CLASP1	Clasp1
SLITRK2	Slitrk2
PFKL	Pfkl
CCT7	Cct7
SOX12	Sox12
NDUFA9	Ndufa9
RP11-234B24.6	Ndufa9
AP3B2	Ap3b2
ZCCHC3	Zcchc3
TXNDC8	Txndc8
RHOU	Rhou
ASAP1	Asap1
NOP10	Nop10
RNF166	Rnf166
SMARCB1	Smarcb1
C20orf96	6820408C15Rik
MPPED1	Mpped1
ENO3	Eno3
COBL	Cobl
BANP	Banp
TEFM	Tefm
GNPDA1	Gnpda1
MMP8	Mmp8
DCAF12L2	Dcaf12l2
DCAF12L1	Dcaf12l2
FGGY	Fggy
OR5M11	Olfr1029
PHLDB3	Phldb3
PRADC1	Pradc1
PAPOLB	Papolb
MACF1	Macf1
WIPF2	Wipf2
DEFB129	Defb23
RADIL	Radil
SLC45A2	Slc45a2
RP11-793H13.10	Gm28047
ATF7	Gm28047
RBPMS2	Rbpms2
DCAF12L2	Dcaf12l1
DCAF12L1	Dcaf12l1
IL10RA	Il10ra
DEFB128	Defb20
ERN1	Ern1
DEFB126	Defb22
TMSB10	Tmsb10
RXFP3	Rxfp3
DEFB125	Defb26
DEFB115	Defb28
B4GALT1	B4galt1
OR5M8	Olfr1031
DEFB116	Defb29
SPECC1	Specc1
CDC7	Cdc7
KIAA1324	5330417C22Rik
SEMA4A	Sema4a
HLA-DMB	H2-DMb2
XXbac-BPG181M17.5	H2-DMb2
CPNE2	Cpne2
RREB1	Rreb1
DEFB118	Defb21
OR5M3	Olfr1032
LYPD3	Lypd3
NLRP4	Nlrp4b
SPTBN1	Sptbn1
DTX1	Dtx1
ADAP2	Adap2
DEFB123	Defb36
KCP	Kcp
MED18	Med18
PIWIL4	Piwil4
FOXJ1	Foxj1
DEFB124	Defb25
KDM2A	Kdm2a
TMC5	Tmc5
MLX	Mlx
HNF4G	Hnf4g
REM1	Rem1
HLX	Hlx
IGKV1-6	Igkv10-96
IGKV1-12	Igkv10-96
IGKV1-33	Igkv10-96
IGKV1D-16	Igkv10-96
IGKV1D-12	Igkv10-96
IGKV1-8	Igkv10-96
IGKV1-39	Igkv10-96
IGKV1-16	Igkv10-96
IGKV1-37	Igkv10-96
IGKV1-5	Igkv10-96
IGKV1D-13	Igkv10-96
IGKV1D-17	Igkv10-96
IGKV1D-33	Igkv10-96
IGKV1D-39	Igkv10-96
IGKV1-17	Igkv10-96
IGKV1D-37	Igkv10-96
IGKV1D-43	Igkv10-96
IGKV1-9	Igkv10-96
IGKV1-27	Igkv10-96
IGKV1D-8	Igkv10-96
IGKV1OR2-108	Igkv10-96
STAMBPL1	Stambpl1
C1orf194	1700013F07Rik
RSRC1	Rsrc1
ZBTB7A	Zbtb7a
KLHDC8A	Klhdc8a
PPP1R21	Ppp1r21
C8orf46	3110035E14Rik
MICB	Mill1
MICA	Mill1
DDX49	Ddx49
ARHGEF17	Arhgef17
SAMD1	Samd1
SLC4A10	Slc4a10
ADHFE1	Adhfe1
HM13	H13
DNAH6	Dnah6
PRIM1	Prim1
SDCCAG3	Sdccag3
HOMER3	Homer3
HCLS1	Hcls1
PAK2	Pak2
MARC1	Marc1
FAM107A	Fam107a
SHOX2	Shox2
ZNF786	Zfp786
CELF2	Celf2
ZNF182	Zfp182
RXFP1	Rxfp1
CEACAM3	Psg18
CEACAM4	Psg18
SWAP70	Swap70
BMP8A	Bmp8a
BMP8B	Bmp8a
RP11-309L24.4	Gm9047
BTNL9	Btnl9
RRAGD	Rragd
LINC00959	9430038I01Rik
TMPRSS11E	Tmprss11e
SLC7A5	Slc7a5
MYLK	Mylk
GSDMC	Gsdmc4
WRN	Wrn
OXCT2	Oxct2a
YTHDC1	Ythdc1
PSMC3IP	Psmc3ip
NECTIN4	Nectin4
HSPBP1	Hspbp1
TNIK	Tnik
MOCS1	Mocs1
SLC45A4	Slc45a4
MARC2	Marc2
GRHPR	Grhpr
ABCB10	Abcb10
CISD2	Cisd2
TVP23A	Tvp23a
GALNS	Galns
PIM1	Pim1
ARHGEF10	Arhgef10
SHCBP1L	Shcbp1l
RBL2	Rbl2
FAM220A	Fam220a
CRX	Crx
ATPAF2	Atpaf2
CAMSAP3	Camsap3
PRR32	Prr32
NUBP1	Nubp1
RIC8B	Ric8b
FAM50A	Fam50a
CCSAP	Ccsap
G3BP2	G3bp2
HLA-DMB	H2-DMb1
XXbac-BPG181M17.5	H2-DMb1
ZNF276	Zfp276
C19orf67	1700067K01Rik
RNF157	Rnf157
CDC6	Cdc6
GID4	Gid4
NIPAL4	Nipal4
ZC3H10	Zc3h10
FGF10	Fgf10
OR4D2	Olfr463
IFIT2	Ifit2
DCP2	Dcp2
RGAG1	Rgag1
SLC12A6	Gm21985
CPN1	Cpn1
TEX2	Tex2
WARS2	Wars2
SETBP1	Setbp1
GPR45	Gpr45
SPINK4	Spink4
TSG101	Tsg101
ADRA1D	Adra1d
TERF1	Terf1
URB2	Urb2
IGLV4-69	Iglv3
IGLV4-60	Iglv3
P2RY14	P2ry14
SLC12A6	Slc12a6
IGKV1-6	Igkv10-95
IGKV1-12	Igkv10-95
IGKV1-33	Igkv10-95
IGKV1D-16	Igkv10-95
IGKV1D-12	Igkv10-95
IGKV1-8	Igkv10-95
IGKV1-39	Igkv10-95
IGKV1-16	Igkv10-95
IGKV1-37	Igkv10-95
IGKV1-5	Igkv10-95
IGKV1D-13	Igkv10-95
IGKV1D-17	Igkv10-95
IGKV1D-33	Igkv10-95
IGKV1D-39	Igkv10-95
IGKV1-17	Igkv10-95
IGKV1D-37	Igkv10-95
IGKV1D-43	Igkv10-95
IGKV1-9	Igkv10-95
IGKV1-27	Igkv10-95
IGKV1D-8	Igkv10-95
IGKV1OR2-108	Igkv10-95
SEC14L3	Sec14l3
IGKV1-6	Igkv10-94
IGKV1-12	Igkv10-94
IGKV1-33	Igkv10-94
IGKV1D-16	Igkv10-94
IGKV1D-12	Igkv10-94
IGKV1-8	Igkv10-94
IGKV1-39	Igkv10-94
IGKV1-16	Igkv10-94
IGKV1-37	Igkv10-94
IGKV1-5	Igkv10-94
IGKV1D-13	Igkv10-94
IGKV1D-17	Igkv10-94
IGKV1D-33	Igkv10-94
IGKV1D-39	Igkv10-94
IGKV1-17	Igkv10-94
IGKV1D-37	Igkv10-94
IGKV1D-43	Igkv10-94
IGKV1-9	Igkv10-94
IGKV1-27	Igkv10-94
IGKV1D-8	Igkv10-94
IGKV1OR2-108	Igkv10-94
TBC1D22B	Tbc1d22b
MAP4K1	Map4k1
AKTIP	Aktip
CYTH3	Cyth3
ZNF398	Zfp398
OR52E5	Olfr678
DVL2	Dvl2
ORC5	Orc5
DEFB106A	Defb15
DEFB106B	Defb15
GPR171	Gpr171
IL1RAPL1	Il1rapl1
GIMAP1-GIMAP5	Gimap3
GIMAP5	Gimap3
OR5M3	Olfr1033
P2RY13	P2ry13
RNF8	Rnf8
NOTCH3	Notch3
JARID2	Jarid2
GPR87	Gpr87
TNFRSF11A	Tnfrsf11a
CRABP1	Crabp1
SMYD3	Smyd3
GRIA1	Gria1
P2RY12	P2ry12
RAB23	Rab23
FAM214A	Fam214a
SUB1	Sub1
PRND	Gm44637
SCUBE3	Scube3
XAB2	Xab2
PRNP	Prnp
RNF8	Gm28043
DEFB105A	Defb35
DEFB105B	Defb35
OR5M9	Olfr1034
AKAP3	Akap3
OR4D1	Olfr464
OR8G1	Olfr27
OR8G5	Olfr27
CCDC167	Ccdc167
MED12L	Med12l
TPD52L1	Tpd52l1
PRND	Prnd
TAS2R38	Tas2r138
OR56A3	Olfr679
DEFB107B	Defb13
DEFB107A	Defb13
OR5M9	Olfr1036
SLC7A13	Slc7a13
FUT4	Fut4
UGT2A3	Ugt2a3
TPSB2	Tpsab1
TPSD1	Tpsab1
TPSAB1	Tpsab1
IFIT3	Ifit3
CTU2	Ctu2
IFIT3	Ifit3b
CEACAM3	Psg28
CEACAM4	Psg28
ZMYM4	Zmym4
ID1	Id1
FDXR	Fdxr
IFIT1B	Ifit1bl1
FAM90A26	Fam90a1a
FAM90A1	Fam90a1a
DYNLL2	Dynll2
CMTR1	Cmtr1
FLRT2	Flrt2
SERPINB6	Serpinb6d
ATP6V0D2	Atp6v0d2
RASSF2	Rassf2
UFM1	Ufm1
TEPSIN	Tepsin
COX4I2	Cox4i2
SRY	Sry
ALDOA	Aldoart2
SBSPON	Sbspon
TMPRSS13	Tmprss13
ATP8B2	Atp8b2
PIAS4	Pias4
CCDC70	Ccdc70
ACADVL	Acadvl
TSPAN33	Tspan33
MIDN	Midn
EPHX3	Ephx3
OAS2	Oas2
BCL2L1	Bcl2l1
MISP3	2210011C24Rik
NEIL3	Neil3
RNF135	Rnf135
FNDC7	Fndc7
LAMP1	Lamp1
UBE2D3	Ube2d3
FOXF1	Foxf1
IFIT1B	Ifit1bl2
SYTL3	Sytl3
CBFA2T3	Cbfa2t3
BAG1	Bag1
LRRC63	Lrrc63
IFIT1B	Ifit1
GRTP1	Grtp1
ABCB1	Abcb1b
PIKFYVE	Pikfyve
TTC26	Ttc26
NUAK2	Nuak2
IGSF10	Igsf10
ARHGAP30	Arhgap30
C1orf115	C130074G19Rik
CES3	Ces3a
KIAA0319L	AU040320
TPSG1	Tpsg1
ZNF511	Zfp511
ZNF511-PRAP1	Zfp511
IGHV4-31	Ighv3-1
IGHV4-59	Ighv3-1
AC233755.1	Ighv3-1
IGHV4-39	Ighv3-1
IGHV6-1	Ighv3-1
IGHV4OR15-8	Ighv3-1
RP11-294C11.2	Ighv3-1
IGHV4-34	Ighv3-1
IGHV4-28	Ighv3-1
IGHV4-61	Ighv3-1
IGHV4-4	Ighv3-1
PIGX	Pigx
DYRK4	Dyrk4
TPX2	Tpx2
NNT	Nnt
OR56A3	Olfr681
SLC23A2	Slc23a2
MAGEE2	Magee2
LETM2	Letm2
TUBGCP2	Tubgcp2
CACNA1H	Cacna1h
C16orf74	Gm27021
EMC4	Emc4
P2RY6	P2ry6
CA5A	Car5a
FADS6	Fads6
DGCR2	Dgcr2
ESX1	Esx1
IREB2	Ireb2
KATNBL1	Katnbl1
TRAPPC2L	Trappc2l
OR56A4	Olfr683
SPICE1	Spice1
JMJD8	Jmjd8
SPATA32	Spata32
UBE2Q2	Ube2q2
FOXC2	Foxc2
NDUFB3	Ndufb3
TFB2M	Tfb2m
FUK	Fuk
PROSC	Prosc
MTHFSD	Mthfsd
PPIG	Ppig
EZR	Ezr
TMEM263	Tmem263
SMPDL3B	Smpdl3b
FXN	Fxn
C3orf67	4930452B06Rik
ECHDC3	Echdc3
MARK2	Mark2
MTERF2	Mterf2
TMEM230	Tmem230
NKX2-1	Nkx2-1
MGAM	Mgam
TMEM167B	Tmem167b
OR56A4	Olfr684
MYLK2	Mylk2
PTGES3	Ptges3
CHST4	Chst4
STON1-GTF2A1L	Ston1
STON1	Ston1
SESN2	Sesn2
TMEM161B	Tmem161b
MYH14	Myh14
RP11-40A7.2	Gm13420
OTOP2	Otop2
FOXS1	Foxs1
CEACAM3	Psg26
CEACAM4	Psg26
IGHV1-69	Ighv14-2
IGHV1OR15-9	Ighv14-2
IGHV1-3	Ighv14-2
AC136616.3	Ighv14-2
IGHV1-69-2	Ighv14-2
IGHV1OR21-1	Ighv14-2
IGHV1-2	Ighv14-2
IGHV1-58	Ighv14-2
IGHV1-18	Ighv14-2
CH17-212P11.6	Ighv14-2
IGHV1-45	Ighv14-2
RP11-294C11.4	Ighv14-2
IGHV1-24	Ighv14-2
IGHV1-46	Ighv14-2
CH17-212P11.5	Ighv14-2
IGHV1OR15-1	Ighv14-2
TADA2B	Tada2b
PDCL2	Pdcl2
RYBP	Rybp
RESP18	Resp18
GRPEL1	Grpel1
RBMY1F	Gm4064
RBMY1J	Gm4064
RBMY1B	Gm4064
RBMY1E	Gm4064
RBMY1A1	Gm4064
RBMY1D	Gm4064
SRRM4	Srrm4
USH1G	Ush1g
DNASE1L2	Dnase1l2
OR5R1	Olfr1038-ps
DUSP15	Dusp15
C11orf97	1700012B09Rik
NUMB	Numb
SPACA5B	Spaca5
SPACA5	Spaca5
TLR6	Tlr6
SBNO1	Sbno1
OR52L1	Olfr685
DGCR2	Gm20518
